name,ruc,address,phone,email,contact_name,contact_phone,contact_email,created_by,created_at,updated_by,updated_at
GE INGENIEROS SAC,20480825722,AV.ZARUMILLA 655 - CHICLAYO - LAMBAYEQUE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MATTMILL INGENIEROS E.I.R.L.,20568359543,PROLONGACION HUANUCO 204,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SANTA PATRICIA,20481488754,--,--,--,--,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRUPO CONSTRUCTORA CHARITOS SAC,20600959361,AV.MARISCAL CASTILLA 2099 EL TAMBO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA COMUNAL CCA,20559541274,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES PERFECTO SERVICE E.I.R.L.,20477601350,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EHT SERVICIOS GENERALES S.A.C.,20606942851,--,--,--,--,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SUMINISTROS Y MONTAJES MINEROS  S.A.C.,20491743141,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA Y SERVICIOS MULTIPLES MARANDA S.R.L.,20601678218,CAL.TARAPACA NRO. H28 A.H. 02 DE AGOSTO LIMA - LIMA - COMAS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES LUCHITO EIRL,20274117541,CAL.SANTA LUISA MZA. D LOTE. 06 A URB. SANTA LEONOR LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ORGANIZACION CONTRATISTA ROLDAN S.A.C.,20605106766,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINEROS ARTESANALES PARCOY RETAMAS S.A.,20604340838,AV. INDUSTRIAL MZA. M LOTE. 14 GRU. 17 LIMA - LIMA - VILLA EL SALVADOR,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES SAUCO CITY S.A.C,20606521449,JR. JUNIN NRO. 0190 PUEBLO HUAMACHUCO LA LIBERTAD - SANCHEZ CARRION - HUAMACHUCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRUPO PALERMO S.R.L.,20314908717,JR. ALMAGRO NRO. 703 LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADC MECHANIC SINISTER S.A.C.,20601317207,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SHALON EXPRES,20378157138,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL,20503503639,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA Y SERVICIOS LAR E.I.R.L,20477571426,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSULTORA LAAR E.I.R.L.,20602973850,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MUNICIPALIDAD DISTRITAL DE MARCABAL,20208154428,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTE LINEA S.A.,20438933272,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ARGOSS HVOF S.A.C.,20440199659,CAL.BERNARDO ALCEDO NRO. 124 URB. SAN FERNANDO (ESPALDA DE TRANSP. DORADO) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES BAGSERVIS E.I.R.L..,20606300213,AV. GERONIMO DE LA TORRE NRO. 285 DPTO. 502 URB. LAS QUINTANAS TRUJILLO – TRUJILLO - LA LIBERTAD,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"GRUPO CREDCO EMPRESA DE INGENIERIA, ARQUITECTURA Y CONSTRUCCION S.A.C.",20601242657,CAL.FRANCISCO CASTILLO NRO. 235 DPTO. 2 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INSTALACIONES GENERALES ENERGY GAS S.A.C. - INGENERGY,20600562399,CAL.LARRABURE Y UNANUE NRO. 231 INT. 1001 URB. SANTA BEATRIZ LIMA - LIMA - JESUS MARIA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
VICZUR CONTRATISTAS GENERALES E.I.R.L,20482811176,CAL.PROGRESO NRO. 534 PUEBLO (PUEBLO) LA LIBERTAD - OTUZCO - OTUZCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ARQUITECTURA Y CONSTRUCCION R & P S.A.C.,20604139032,CAL.SIN NOMBRE MZA. T LOTE. 19 URB. VIRGEN DEL ROSARIO (ALT.CDRA.9 AV.ALISOS) LIMA - LIMA - SAN MARTIN DE PORRES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRATOS MINEROS E INVERSIONES SAC,20417707752,--,--,--,--,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERGEMI CONTRATISTAS S.A.C,20523779193,CAL.VALLADOLID NRO. 225 URB. MAYORAZGO LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTE DE PERSONAL BG E.I.R.L.,20607558290,AV. EL ESTADIO MZA. D LOTE. 6 A.H. 16 DE FEBRERO (POR EL EX CLUB PETRO PERU) PIURA - TALARA - LOS ORGANOS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GSIC GLOBAL COMPANY S.A.C.,20603395973,JR. MONTES CIPRES NRO. 346 DPTO. 101 URB. PLG. BENAVIDES LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EL DORADO RESOURCES SOCIEDAD ANONIMA CERRADA - EL DORADO RESOURCES S.A.C.,2060552261,AV. MANUEL OLGUIN NRO. 373 INT. 505 (OFICINA 505 LIMA 15023) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TECNICOS E INGENIEROS DE LA CONSTRUCCION. Y CONSTRUCCIONES SOCIEDAD ANONIMA CERRADA,20554311327,MZA. B1 LOTE. 16 ASC. AMPLIACION JIREH (CARRET CIENEGUILLA ALT GRIFO PETROPERU) LIMA - LIMA - PACHACAMAC,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA PRODUCCION Y ESTRATEGIA SOCIEDAD ANONIMA CERRADA - MINERA PRODUCE S.A.C.,20559104567,MZA. A LOTE. 21 URB. LEON XIII (IGLESIA SR. CAÑA) AREQUIPA - AREQUIPA - CAYMA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
N/A,12345612,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FLUID CONTAINMENT PERU SOCIEDAD ANONIMA CERRADA - FLUID CONTAINMENT S.A.C.,20602144535,CAL.VALLADOLID NRO. 225 URB. MAYORAZGO II ETAPA LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES VALLE RAMOS S.A.C.,20560189568,CAL.FRANCISCO LAZO NRO. 595A URB. SANTO DOMINGUITO LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DESPACHO DE PREVENCION DE RIESGOS PDR PERU S.A.C,20600770536,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TORRES SALVADOR GUILLERMO,10179692240,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MANTLE GREEN SOCIEDAD ANONIMA CERRADA,20510715579,----SECTOR 2 MZA. L LOTE. 3 GRU. 25 A (ALT. POLICLINICO LA RUTA C) LIMA - LIMA - VILLA EL SALVADOR,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA CONSTRUCCION Y TRANSPORTE LA LIBERTAD,20390962348,AV. GENERAL CESAR CANEVARO NRO. 116 INT. 1304 LIMA - LIMA - LINCE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTE VG E.I.R.L.,20602219071,CAL.LOS ZAFIROS NRO. 360 URB. LA RINCONADA LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES HERMANOS RODRIGUEZ.G E.I.R.L.,20607608190,MZA. 34 LOTE. 06 URB. LAS DELICIAS NORTE LA LIBERTAD - TRUJILLO - MOCHE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES HERMANOS RODRIGUEZ S.R.L.,20601813255,MZA. K2 LOTE. 41 CENT CENTRO CIVICO (A 5 CDRAS ANTES DEL ESTADIO DE FUTBOL) ANCASH - SANTA - COISHCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVISAP SRL,20437481653,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRATISTA MINERA LUZ S.A.C.,20121381215,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MUNDO LABORAL S.A.C.,20521783801,CAL.BARRANQUILLA NRO. 235 LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA),--,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RAICES GLOBAL BUSINESS S.A.C.,20481113602,AV. CESAR VALLEJO NRO. 558 URB. PALERMO (FRENTE IMPRENTA ORION) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICAD PRO S.A.C.,20549877223,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRUPO ATOMO S.A.C.,20601375932,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ENDO NETA S.R.L.,20482652604,CAL.MARIA NEGRON DE UGARTE NRO. 1000 URB. LOS FRESNOS (ALTURA CUADRA 10 AVENIDA SALVADOR LARA) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"GESTION, EVALUACION Y FORMULACION DE PROYECTOS S.A.C. - GEFPRO S.A.C.",20601436877,AV. SUCRE NRO. 626 DPTO. 6 (DOS CUADRAS PLAZA VEA DE SUCRE) LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA),,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FABRICACION DE SERVICIO TECNICO SRL,20540074772,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES CRISMAR CHICAMA S.R.L.,20603425503,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS BULLMINING S.A.C.,20477266542,AV. TUPAC AMARU NRO. 1283 URB. MOCHICA ET. 1 LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA GLOBAL & EMPRESARIAL S.A.C.,20477610341,CAL.GUEVARA OCHOA NRO. 1276 URB. SAN FERNANDO LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GEA SERVICIOS TECNICOS GENERALES S.A.C.,20606787023,JR. LAMPA NRO. 1115 INT. 203 CERCADO DE LIMA (ALTURA CUADRA 3 DEL JR.PACHITEA) LIMA - LIMA - LIMA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PRODUCTOS AVICOLAS CHICAMA SAC,20440324224,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AGROPECUARIA GP E.I.R.L.,2060808337,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
K2 SEGURIDAD Y RESGUARDO S.A.C.,20548314390,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA BARRICK PERU S.A.,20607441139,AV. MANUEL OLGUÍN NRO. 325 (PISO 12) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADVISOR IT S.A.C.,20477653236,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SOPORTE TECNOLOGICO S.A.C.,20425034104,CAL.SANTA EDUVIGES NRO. 350 URB. PANDO 3RA ET (CUADRA 15 AV. UNIVERSITARIA FRENTE A PUC) LIMA - LIMA - LIMA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
J & S CONTRATISTAS GENERALES S.A.C.,20453692851,Jr. Valle Riestra Nro. 1210,,--,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"COMERCIALIZADORA ACOSTA, EIRL",20481715599,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"CORPORACION ZAVALETA, SAC",20482522816,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
NORDES SISTEMAS SAC,20552001576,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y REPRESENTACIONES J&F HRNOS SAC,1,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRAMI DISTRIBUIDORA & CONTRATISTA GENERALES S.A.C.,20605704531,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"CONSTRUCTORA Y PROYECTOS CORONEL, BOBI, SANCHEZ S.A.C. - CONSTRUCTORA Y PROYECTOS CBS S.A.C.",20605137491,CM. CHILLIA NRO. S/N ANX. CANTA (A 20 MINUTOS DE BANCO DE LA NACION) LA LIBERTAD - PATAZ - CHILLIA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SMMOT S.R.L.,20600106806,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO LAS DUNAS,20608756893,CAL.LAS GARZAS MZA. R LOTE. 10 URB. LOS PINOS (A DOS CUADRAS DE REGISTROIS PUBLICOS) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INTTEC GROUP S.A.C.,20562872567,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OPERACIONES DE INGENIERIA EMPRESARIAL S.A.C.,20608652443,AV. 10 DE JULIO NRO. 1098 (MEDIA CUADRA DE LA CAPILLA SAN SALVADOR) LA LIBERTAD - SANCHEZ CARRION - HUAMACHUCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BICIMOTOS EL PRIMO S.A.C.,20560122901,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRATISTAS MINEROS ALFA S.A.,123,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES GADENN E.I.R.L.,20560157283,CAL.CHEPEN NRO. 756 SEC. CERCADO (A UNA CUADRA DEL MERCADO ZONAL) LA LIBERTAD - PACASMAYO - PACASMAYO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LUPHER SRL,20522918874,CAL. RIO HUALLAGA 134 URB. EL TREBOL LIMA-LIMA-SAN LUIS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MANUCCI DIESEL SAC,1234,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CIEMS SQB E.I.R.L.,12345678971,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSA INVERSIONES Y PROYECTOS E.I.R.L.,20601439965,PJ. LOS JILGUEROS MZA. F LOTE. 6 URB. LOS PINOS LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORES GENERALES RRK S.A.C.,20477430369,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EAGLE CONSULTING S.A.C,20505018924,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS MINEROS TENA SAC,20539839013,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSINGMAN S.A.C.,20602159290,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS INTEGRALES DE MANTENIMIENTO Y CONSTRUCCION SAN ANDRES S.A.C.,20606773472,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
HCB INGENIEROS S.A.C.,20604131708,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ELECTRIPOWER,10484136403,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FINANCIERA OH S.A,20522291201,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INSIDEO S.A.C,20543082563,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES HNOS. RAMOS S.A.C.,20539850254,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LAB PERU MINERALS,20603214456,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA SERVICIOS SANTA GABRIELA,20439424177,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MONTESORRI INTERNATONAL COLLEGE SAC,20601642981,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PERU INTERMEDIACION LABORAL PILSAC,20606667818,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GENERAL HYDRAULIC COMPANY,20600246802,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CREATRA S.A.C.,20600193512,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
YOFC PERU SAC,20604175756,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MICKEY SERVICIOS GENERALES EIRL,20602404855,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GEOCIV INGENIEROS S.A.C.,20529615214,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RILEVE INGENIERIA & CONSTRUCCION EIRL,20496106963,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CODIFICADORES Y SERVICIOS SAC,20538554236,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DIONS SRLTDA,20132118681,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CENITEG SOLUTIONS S.A.C,20560109980,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DRILLEX - INTERNATIONAL DRILLING SERVICES SOCIEDAD ANONIMA CERRADA - DRILLEX S.A.C.,20600056728,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MARROS PROYECTOS PERU S.A.C,20608973231,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SOLUCIONES TECNICAS INDUSTRIALES S.R,20496035331,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRUCCION Y SERVICIOS GENERALES THAYVAL S.A.C,20608133608,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALTA TECNOLOGIA EN LIMPIEZA S.A.C.,20503893241,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SECURITAS SAC,20117920144,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MULTISERVICIOS SOLMARAVE S.R.L,20481943206,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALXI SERVICIOS GENERALES E.I.R.L.,20601406081,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AURIFERA TRES CRUCES S.A.,20476799661,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
REMICSA DRILLING,20306363761,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FELITA SAC,20601790271,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SARA BRICEÑO GARCIA,10803552903,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
YORDANY ROY RIOS BRICEÑO,10485517095,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA SANTA BARBARA S.A.C.,20502476514,CAL.CALLE K NRO. 125 INT. 303 TULIPANES (ALT CUADRA 25 AV.BENAVIDES) LIMA - LIMA - MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONKRETO INGENERIA Y CONSTRUCCION S.A.C.,20600118197,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORES ASOCIADOS T & M S.A.C.,20605038566,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
Corporacion Maiias SAC,20606820071,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
REACTIVIDA PERU SAC,201000455170,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CERRO DE PASCO RESOURCES SUCURSAL DEL PERU,20603378548,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES GENERALES FALINSA SAC,20604226849,,--,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LIPOCENTER WOMAN SRL,20600591984,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA BLAS SAC,20338936398,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ORTECHO ALVAREZ SEGUNDO FRANCISCO,10180083443,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
HIGH POWER S.A.,20348302231,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES JHORSA SAC,20600079507,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES MOSHAMAX S.A,20602662528,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OBRASCÓN HUARTE LAIN S.A,20425123115,"Av. 28 de Julio N° 150, Piso 7 - Miraflores - Lima",,,OHLA S.A.,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FAMEINDUZ SOCIEDAD ANONIMA CERRADA,20532650811,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CISNEROS BRICEÑO WALTER LUIS,10478742466,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ESCUELA DE SEGURIDAD INTEGRAL S.A.C.,20539968417,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA SANTA LUISA S A,20100120314,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ROCK DRILL CONTRATISTAS CIVILES Y MINEROS SAC,12345678910,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
METLTASS CONTRATISTAS GENERALES S.A.C,20534272431,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MELTASS CONTRATISTAS GENERALES S.A.C.,20534272430,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA ELECTROMECANICA E I R L,20220313337,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PERBAV INGENIEROS ASOCIADOS E.I.R.L.,20566101549,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JAKE CONTRATISTAS GENERALES S.A.C.,20514683256,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SEGURINDUSTRIA S.A.,20131529181,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
KLA INGENIERIA S.A.C.,20603019106,--,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CEMPROTEC SAC / TRANSPORTES Y TURISMO RUIZ E. I. R. L.,22255558888,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
APLICA PERU S.A.C,20429785821,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
UCEDA TRUJILLO DANITZA SUSAN,10446024944,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MININ-TECHNICAL RESPONSER E.I.R.L,20557623257,BL.CLOCK NRO 30 DPTO 206 UV. SANTA MARINA SUR,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CLINICA SANTA ANA S.A.C.,20481829411,AV. FATIMA NRO. 494 URB. CALIFORNIA LA LIBERTAD - TRUJILLO - VICTOR LARCO HERRERA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TAMAYO LEON JAVIER ALEX,10447813543,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LG PROYECTOS Y SERVICIOS GENERALES S.A.C.,20602692583,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ZULU SOCIEDAD ANONIMA CERRADA - ZULU S.A.C.,20603304510,JR. SAN JUSTO NRO. 150 INT. 2PIS URB. POPULAR SAN JUAN BAUTISTA LIMA - LIMA - COMAS,,--,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALBINCO VILLALOBOS DE SALDAÑA YOVANA YANINA,10181219578,--,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RAMOS JOAQUIN ANIBAL ANTERO,10460617915,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMPARTAMOS FINANCIERA S.A.,20369155360,AV. PASEO DE LA REPUBLICA NRO. 5895 INT. 1301 LIMA - LIMA - MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
